District,Season,Soil_Type,Soil_N_kg_ha,Soil_P_kg_ha,Soil_K_kg_ha,Soil_pH,Organic_Carbon_pct,Avg_Temperature_C,Rainfall_mm,Humidity_pct,Primary_Crop
Nandyal,Rabi,Black,80.6,49.8,62.5,8.0,0.82,28.2,368.2,62.2,Red Gram
Kadapa,Kharif,Laterite,261.9,140.3,185.2,8.1,0.98,30.1,356.3,43.6,Vegetables
Tirupati,Rabi,Coastal Sands,90.8,56.2,68.3,7.8,1.0,31.4,462.0,77.0,Green Gram
Anantapur,Zaid,Alluvial,259.0,139.9,188.1,6.1,0.43,21.2,805.0,69.5,Vegetables
Kadapa,Zaid,Black,88.8,55.1,68.0,8.1,0.93,22.7,468.9,45.8,Green Gram
Chittoor,Zaid,Alluvial,90.8,56.2,68.7,6.1,0.97,28.1,478.9,70.0,Green Gram
Sri Satya Sai,Rabi,Black,132.5,74.8,97.8,6.5,0.39,24.7,506.8,66.2,Sunflower
Eluru,Zaid,Red,210.0,113.6,153.3,7.8,0.33,29.2,355.9,65.8,Mango
Chittoor,Rabi,Alluvial,249.6,135.1,181.6,7.5,0.32,23.9,347.6,57.1,Coconut
Sri Satya Sai,Rabi,Red,49.2,35.3,41.5,8.0,1.06,33.9,165.5,84.7,Pearl Millet
Visakhapatnam,Zaid,Alluvial,198.3,111.6,145.5,7.4,0.9,26.9,907.7,81.6,Banana
West Godavari,Zaid,Coastal Sands,189.4,103.4,140.8,7.5,0.8,30.2,781.3,79.5,Turmeric
Parvathipuram Manyam,Kharif,Coastal Sands,198.7,110.9,147.6,8.0,0.69,30.2,1065.4,76.6,Banana
Nandyal,Kharif,Coastal Sands,68.3,45.3,55.6,5.9,0.75,26.4,1123.1,50.2,Bengal Gram
Sri Satya Sai,Zaid,Black,198.4,109.7,146.5,7.1,0.76,26.0,155.6,54.9,Banana
Konaseema,Kharif,Laterite,220.4,118.5,160.5,5.8,0.61,28.2,941.3,61.1,Papaya
Nandyal,Kharif,Coastal Sands,150.6,84.7,109.1,8.3,0.97,20.5,226.0,75.0,Cotton
Visakhapatnam,Rabi,Coastal Sands,230.4,124.8,166.3,7.7,0.51,31.3,409.1,80.6,Oil Palm
Visakhapatnam,Rabi,Black,180.1,100.0,132.0,6.4,0.92,35.0,533.4,89.2,Chillies
Kadapa,Rabi,Black,51.2,35.7,41.9,6.3,0.61,31.1,57.1,68.0,Pearl Millet
NTR,Zaid,Red,60.7,42.2,49.4,6.6,0.8,32.2,113.4,72.6,Finger Millet
Krishna,Rabi,Coastal Sands,31.2,25.5,26.4,6.1,0.4,24.7,894.5,87.4,Maize
Guntur,Rabi,Red,179.5,102.0,133.1,6.0,1.01,22.7,779.5,72.7,Chillies
Chittoor,Zaid,Alluvial,178.9,99.9,133.7,8.3,0.99,22.0,115.6,75.3,Chillies
NTR,Zaid,Black,70.1,45.4,56.4,6.5,0.59,23.5,1013.9,52.0,Bengal Gram
Palnadu,Rabi,Coastal Sands,90.6,55.8,70.7,6.5,0.51,27.1,377.0,84.1,Green Gram
Vizianagaram,Zaid,Black,131.2,75.4,99.1,6.9,1.04,34.0,367.8,81.2,Sunflower
Prakasam,Rabi,Coastal Sands,129.9,76.5,97.3,5.5,0.72,32.3,1010.9,83.9,Sunflower
Kakinada,Rabi,Alluvial,169.2,94.6,123.5,5.8,0.6,28.2,862.9,67.1,Tobacco
East Godavari,Kharif,Black,148.7,85.4,108.6,7.2,0.33,32.2,1082.0,89.6,Cotton
Vizianagaram,Zaid,Coastal Sands,200.8,110.3,147.2,7.0,0.73,28.1,141.3,85.9,Banana
Krishna,Zaid,Red,190.4,103.4,138.9,6.0,0.52,33.0,512.8,65.2,Groundnut
Parvathipuram Manyam,Kharif,Red,171.1,95.6,125.5,8.3,0.36,29.7,982.3,49.8,Tobacco
Guntur,Kharif,Red,150.2,84.5,110.8,5.6,1.04,26.4,625.1,60.2,Cotton
West Godavari,Rabi,Laterite,40.0,29.6,34.5,5.9,0.66,23.9,1196.6,69.7,Sorghum
Annamayya,Kharif,Coastal Sands,201.2,110.4,145.4,6.8,1.16,21.9,299.3,74.8,Banana
Visakhapatnam,Rabi,Laterite,169.8,94.7,124.0,6.3,0.96,21.1,495.4,69.9,Tobacco
Vizianagaram,Kharif,Red,70.7,44.4,55.9,6.3,0.44,28.6,1109.1,67.3,Bengal Gram
Tirupati,Rabi,Laterite,191.2,104.2,139.3,8.0,0.4,31.8,952.4,57.1,Turmeric
Annamayya,Kharif,Laterite,169.3,94.1,126.8,6.9,0.72,27.7,1176.8,49.6,Tobacco
Bapatla,Zaid,Red,210.4,114.4,152.7,8.3,0.84,21.7,826.0,86.8,Mango
Chittoor,Rabi,Alluvial,159.8,89.4,117.9,7.9,0.46,25.4,115.5,48.0,Sugarcane
Nellore,Kharif,Coastal Sands,130.2,74.8,96.4,6.1,0.46,28.9,680.0,60.3,Sunflower
Konaseema,Zaid,Alluvial,71.8,45.5,54.3,8.5,0.34,29.6,567.7,66.0,Bengal Gram
Vizianagaram,Zaid,Laterite,151.0,85.1,111.6,7.2,0.47,28.9,378.7,88.7,Cotton
Kurnool,Zaid,Alluvial,199.8,110.2,145.2,7.7,1.15,28.3,330.1,69.8,Banana
Eluru,Rabi,Laterite,220.4,119.6,159.5,6.2,0.67,22.3,114.2,48.9,Papaya
Kakinada,Rabi,Red,170.3,94.7,125.9,7.1,0.66,30.4,763.6,70.7,Tobacco
West Godavari,Rabi,Laterite,50.8,34.9,40.2,7.4,0.73,20.0,1155.7,81.6,Pearl Millet
Kakinada,Zaid,Coastal Sands,140.3,78.4,105.1,5.8,0.72,24.4,844.5,46.8,Castor
Anakapalli,Kharif,Alluvial,101.8,59.7,77.7,6.6,1.19,23.3,700.6,44.4,Black Gram
NTR,Kharif,Black,59.4,39.9,47.7,6.2,0.71,34.2,909.8,82.4,Finger Millet
Anakapalli,Kharif,Black,20.8,19.0,20.3,5.7,0.95,30.4,862.8,52.9,Paddy
Nellore,Rabi,Alluvial,130.2,76.2,96.2,5.6,0.93,30.8,477.6,80.8,Sunflower
Chittoor,Zaid,Laterite,39.4,30.1,33.4,7.4,1.11,23.4,558.6,55.0,Sorghum
Konaseema,Zaid,Coastal Sands,209.0,115.6,151.7,8.0,0.32,25.6,991.9,58.0,Mango
East Godavari,Rabi,Red,220.3,119.9,162.0,8.4,1.02,27.2,226.1,83.1,Papaya
West Godavari,Zaid,Black,181.5,100.7,131.7,7.1,0.91,23.6,152.1,87.2,Chillies
Tirupati,Zaid,Coastal Sands,161.7,90.1,118.0,7.1,0.63,25.0,68.9,52.2,Sugarcane
Vizianagaram,Zaid,Alluvial,80.1,51.1,62.6,7.3,1.06,29.5,869.8,49.6,Red Gram
Anantapur,Zaid,Red,200.1,110.3,147.5,7.2,0.76,32.8,467.5,88.7,Banana
Palnadu,Rabi,Coastal Sands,169.7,94.8,124.0,6.1,1.04,29.0,92.9,67.9,Tobacco
Guntur,Rabi,Red,58.6,40.1,46.3,8.4,0.98,26.7,392.6,57.6,Finger Millet
Konaseema,Zaid,Laterite,219.9,121.3,158.5,5.6,0.41,33.5,923.4,59.1,Papaya
Sri Satya Sai,Rabi,Coastal Sands,259.7,141.9,187.1,7.9,0.87,34.4,273.9,48.9,Vegetables
Anakapalli,Kharif,Coastal Sands,58.4,41.1,49.9,7.6,0.55,34.6,346.0,74.1,Finger Millet
Annamayya,Rabi,Red,57.8,39.4,47.7,6.2,0.41,27.8,442.4,84.2,Finger Millet
Kakinada,Zaid,Black,198.6,109.5,146.9,6.6,1.14,23.4,626.3,61.3,Banana
Konaseema,Zaid,Laterite,80.0,50.0,60.7,8.2,1.14,33.1,992.1,73.6,Red Gram
Krishna,Zaid,Red,41.4,29.0,34.4,6.1,0.42,34.6,561.9,60.5,Tobacco
Parvathipuram Manyam,Kharif,Laterite,68.8,46.1,56.2,5.8,0.48,21.8,974.0,54.9,Bengal Gram
Nandyal,Rabi,Alluvial,90.7,55.9,67.4,6.5,0.81,21.0,203.9,79.7,Green Gram
Annamayya,Kharif,Red,220.8,119.1,157.9,7.2,1.01,20.9,499.0,81.5,Papaya
Konaseema,Zaid,Red,117.7,69.5,89.6,5.9,0.35,20.5,108.8,47.1,Sesame
Visakhapatnam,Rabi,Coastal Sands,19.4,19.1,20.1,6.2,0.52,30.2,315.4,66.0,Paddy
Srikakulam,Zaid,Black,169.5,96.4,123.9,7.1,0.82,34.6,871.6,47.4,Tobacco
Konaseema,Zaid,Black,90.1,54.2,68.8,5.8,1.12,21.1,952.5,65.1,Green Gram
Kurnool,Rabi,Black,19.5,19.3,22.0,6.5,0.78,20.9,282.2,69.6,Paddy
Tirupati,Rabi,Black,251.4,134.2,179.0,6.5,0.83,30.0,977.4,84.0,Coconut
Konaseema,Kharif,Alluvial,239.3,130.1,173.2,7.9,0.78,21.0,466.5,52.3,Cashew
Chittoor,Zaid,Black,18.7,20.3,21.5,6.2,1.14,28.7,674.2,69.0,Paddy
Prakasam,Rabi,Coastal Sands,230.2,123.5,166.0,7.4,0.77,22.4,408.7,60.1,Oil Palm
Alluri Sitharama Raju,Kharif,Red,50.3,34.6,38.6,7.0,0.93,23.2,737.0,77.9,Pearl Millet
Eluru,Rabi,Alluvial,170.0,93.7,123.7,7.2,0.73,22.6,733.4,85.5,Tobacco
East Godavari,Rabi,Black,79.2,49.2,62.1,5.7,0.98,25.3,433.4,59.9,Red Gram
Alluri Sitharama Raju,Zaid,Coastal Sands,69.5,44.1,55.2,5.8,1.1,24.9,631.9,47.2,Bengal Gram
East Godavari,Zaid,Black,250.3,134.4,181.3,6.4,0.78,27.9,701.2,51.1,Coconut
Konaseema,Kharif,Coastal Sands,199.4,108.7,146.5,5.6,1.07,28.4,261.4,73.0,Banana
Kakinada,Kharif,Red,69.5,44.6,55.8,7.2,0.68,23.4,770.8,48.2,Bengal Gram
East Godavari,Rabi,Laterite,129.0,75.3,96.6,8.4,0.74,20.6,977.0,58.7,Sunflower
Kakinada,Zaid,Alluvial,201.9,111.5,146.1,7.6,1.16,27.8,138.3,72.5,Banana
Alluri Sitharama Raju,Zaid,Black,72.4,45.6,55.4,6.2,0.72,24.0,818.7,40.8,Bengal Gram
Parvathipuram Manyam,Kharif,Black,170.8,93.6,124.9,7.7,0.64,30.8,1139.3,84.8,Tobacco
Alluri Sitharama Raju,Rabi,Red,40.5,31.8,33.7,6.8,0.65,28.5,566.1,50.8,Sorghum
Palnadu,Rabi,Alluvial,119.5,69.5,90.4,7.6,0.64,31.8,809.4,54.8,Sesame
Parvathipuram Manyam,Kharif,Laterite,240.8,127.9,175.8,5.6,0.74,28.0,295.5,81.4,Cashew
Tirupati,Rabi,Laterite,40.7,30.2,34.0,7.8,1.14,20.9,930.8,69.7,Sorghum
Tirupati,Kharif,Coastal Sands,240.1,130.2,174.4,7.2,1.06,25.5,881.0,72.5,Cashew
Srikakulam,Rabi,Red,79.1,51.2,60.5,5.9,0.44,28.2,91.0,81.0,Red Gram
Alluri Sitharama Raju,Zaid,Black,61.9,39.5,48.1,7.3,0.46,25.2,659.1,43.2,Finger Millet
West Godavari,Kharif,Red,230.2,124.3,165.9,7.5,1.11,34.1,663.3,49.4,Oil Palm
Prakasam,Rabi,Alluvial,232.1,123.9,166.5,6.5,1.04,21.1,156.7,88.8,Oil Palm
Sri Satya Sai,Kharif,Red,111.4,65.3,83.3,6.2,0.65,28.9,1035.7,59.3,Groundnut
Visakhapatnam,Zaid,Laterite,89.3,55.1,68.0,7.9,0.53,28.7,282.5,56.9,Green Gram
Nellore,Zaid,Laterite,198.8,109.9,145.3,8.3,1.03,21.5,652.7,57.7,Banana
Annamayya,Kharif,Coastal Sands,240.4,132.8,174.4,6.9,0.75,22.5,976.8,85.8,Cashew
Srikakulam,Kharif,Black,240.0,129.5,172.4,6.9,1.05,31.2,999.4,44.0,Cashew
Anantapur,Kharif,Laterite,131.1,73.2,97.6,6.1,1.18,29.0,613.4,46.8,Sunflower
Anantapur,Rabi,Black,239.9,129.5,174.5,6.6,0.54,33.9,489.2,88.1,Cashew
West Godavari,Rabi,Alluvial,250.9,133.4,181.3,6.0,0.77,33.8,1118.6,56.6,Coconut
Bapatla,Zaid,Coastal Sands,241.2,131.1,175.9,6.3,0.31,29.9,905.7,67.4,Cashew
Nellore,Kharif,Alluvial,29.6,24.8,26.4,8.2,0.33,23.1,901.3,78.9,Maize
Konaseema,Rabi,Black,61.3,40.7,47.7,5.8,0.66,29.2,687.2,45.7,Finger Millet
Visakhapatnam,Kharif,Laterite,119.3,69.3,90.1,7.3,0.94,32.6,378.4,43.4,Sesame
Chittoor,Zaid,Black,19.1,21.6,19.5,5.8,0.58,21.9,1167.9,56.4,Paddy
Chittoor,Rabi,Coastal Sands,78.8,51.0,62.7,6.1,0.66,23.9,1194.2,71.9,Red Gram
Anantapur,Kharif,Alluvial,111.0,64.8,83.5,8.4,0.45,31.0,924.2,58.5,Groundnut
Nandyal,Kharif,Coastal Sands,149.5,84.9,110.6,6.2,0.31,24.1,156.5,48.6,Cotton
Anakapalli,Rabi,Black,51.4,34.6,41.3,5.8,0.44,27.2,218.0,81.1,Pearl Millet
Anakapalli,Kharif,Laterite,110.0,63.9,84.2,6.8,0.42,30.4,385.4,46.6,Groundnut
NTR,Zaid,Black,98.5,60.8,75.4,7.2,0.34,27.1,562.8,42.3,Black Gram
Anantapur,Zaid,Coastal Sands,61.0,38.7,46.6,5.9,0.31,26.4,113.3,57.2,Finger Millet
Tirupati,Kharif,Alluvial,139.0,80.9,104.5,6.4,0.97,32.6,693.1,54.0,Castor
Kakinada,Zaid,Alluvial,41.4,30.0,33.5,5.6,0.97,23.6,668.1,79.5,Sorghum
Vizianagaram,Rabi,Coastal Sands,18.9,18.7,18.7,7.7,0.8,28.7,655.3,71.0,Paddy
Visakhapatnam,Rabi,Coastal Sands,70.5,44.4,53.2,7.4,1.13,22.4,501.4,85.1,Bengal Gram
Tirupati,Zaid,Black,59.9,40.4,47.0,8.3,0.35,31.4,54.1,67.6,Cashew
Nandyal,Rabi,Coastal Sands,210.8,114.1,154.5,7.7,0.69,28.0,317.1,80.9,Mango
NTR,Zaid,Red,189.0,103.6,138.7,6.5,1.14,22.2,722.9,64.6,Turmeric
Prakasam,Zaid,Coastal Sands,209.8,115.3,152.5,6.7,0.68,27.6,456.5,42.6,Mango
East Godavari,Kharif,Laterite,29.6,24.1,28.4,8.1,0.98,22.0,434.4,57.1,Maize
Kadapa,Kharif,Alluvial,250.2,135.0,179.8,7.5,0.66,29.5,564.2,49.5,Coconut
Palnadu,Kharif,Laterite,261.1,138.8,187.0,7.2,0.86,22.0,748.5,84.2,Vegetables
Kadapa,Zaid,Black,150.6,83.4,111.8,7.5,0.45,28.4,592.0,63.5,Cotton
Annamayya,Rabi,Laterite,190.0,105.5,138.9,8.3,0.83,26.9,586.0,86.7,Turmeric
Anakapalli,Rabi,Coastal Sands,210.2,116.1,152.1,5.8,0.58,21.1,1051.1,82.1,Mango
Kakinada,Rabi,Laterite,59.6,39.5,47.1,6.2,0.5,28.5,555.0,69.0,Turmeric
Parvathipuram Manyam,Zaid,Black,181.0,98.6,131.3,6.0,0.95,29.5,939.3,81.5,Chillies
Srikakulam,Rabi,Laterite,30.5,23.9,26.9,8.0,1.18,33.4,361.0,48.7,Maize
Palnadu,Kharif,Laterite,231.0,124.8,166.7,5.6,0.83,34.1,629.0,88.3,Oil Palm
Tirupati,Zaid,Black,250.1,136.5,179.8,7.5,0.32,25.1,515.3,45.7,Coconut
NTR,Zaid,Coastal Sands,129.2,76.1,96.9,8.5,0.58,32.3,695.6,55.7,Sunflower
Kurnool,Rabi,Laterite,191.5,105.8,140.1,7.4,0.68,22.2,1124.0,80.6,Turmeric
Palnadu,Rabi,Coastal Sands,40.9,28.3,35.2,7.5,0.71,30.0,461.9,72.8,Sorghum
Parvathipuram Manyam,Rabi,Alluvial,149.7,84.9,110.2,6.3,0.42,23.2,525.2,89.1,Cotton
Eluru,Kharif,Black,180.9,101.5,131.4,7.7,0.85,30.6,872.6,79.4,Chillies
Parvathipuram Manyam,Rabi,Laterite,89.3,56.1,69.6,7.2,0.71,33.8,1061.8,72.7,Green Gram
Kakinada,Kharif,Coastal Sands,238.8,129.6,173.6,5.7,0.51,24.1,446.3,45.8,Cashew
Palnadu,Zaid,Laterite,79.1,48.7,61.0,7.7,0.58,28.1,1005.3,75.8,Red Gram
Anakapalli,Zaid,Coastal Sands,38.9,27.5,34.5,6.0,0.56,20.8,148.1,63.8,Sorghum
Nellore,Zaid,Alluvial,71.7,45.3,55.9,6.0,1.02,33.5,1164.0,58.6,Bengal Gram
Kurnool,Kharif,Black,100.4,59.0,76.7,5.6,0.84,29.3,938.6,41.7,Black Gram
Krishna,Rabi,Coastal Sands,238.4,130.2,174.4,7.4,1.11,28.0,1007.1,43.7,Cashew
Anakapalli,Zaid,Red,209.6,115.4,153.9,6.5,0.96,20.9,105.0,53.4,Mango
Sri Satya Sai,Kharif,Alluvial,161.3,90.4,119.9,6.1,0.94,26.0,315.1,63.2,Sugarcane
Guntur,Kharif,Laterite,79.7,50.2,63.1,6.0,0.52,31.3,882.0,49.8,Red Gram
Tirupati,Kharif,Red,189.9,105.2,139.2,6.6,0.37,22.8,1160.0,54.7,Turmeric
Vizianagaram,Rabi,Coastal Sands,51.4,35.3,41.4,7.7,0.5,26.9,532.3,83.2,Pearl Millet
Konaseema,Rabi,Black,261.0,138.1,190.1,6.4,0.62,30.4,319.0,79.4,Vegetables
Chittoor,Kharif,Black,50.6,35.7,42.3,5.7,0.82,30.9,294.1,69.9,Pearl Millet
Anantapur,Kharif,Red,131.0,74.6,95.7,6.2,0.35,32.2,1151.4,82.0,Sunflower
Kurnool,Kharif,Laterite,218.8,119.8,160.9,6.1,0.92,23.1,931.5,65.8,Papaya
Parvathipuram Manyam,Rabi,Black,179.3,99.7,133.1,6.7,0.49,32.3,1185.4,84.9,Chillies
Bapatla,Kharif,Laterite,90.9,57.0,69.8,5.7,1.05,21.9,284.8,65.5,Green Gram
East Godavari,Kharif,Laterite,78.6,50.3,64.0,5.8,0.96,23.6,807.2,77.1,Red Gram
Kadapa,Rabi,Red,231.1,125.5,167.0,6.7,1.14,34.9,406.2,57.6,Oil Palm
Parvathipuram Manyam,Kharif,Laterite,199.2,110.6,146.0,7.8,0.86,22.4,550.2,56.9,Banana
NTR,Kharif,Alluvial,99.5,60.9,75.2,7.9,0.96,22.9,1176.4,47.3,Black Gram
Tirupati,Rabi,Coastal Sands,89.7,55.5,70.0,6.6,1.05,29.3,1165.6,41.4,Green Gram
East Godavari,Rabi,Red,72.1,46.3,54.2,5.8,1.19,25.6,198.3,81.3,Bengal Gram
Konaseema,Rabi,Black,199.1,110.2,145.2,5.5,0.99,30.1,1176.9,48.2,Banana
Parvathipuram Manyam,Rabi,Laterite,98.9,60.8,75.5,6.8,0.66,31.2,555.3,70.1,Black Gram
Anantapur,Rabi,Black,89.6,55.8,69.7,6.1,0.55,22.4,474.7,58.4,Green Gram
East Godavari,Kharif,Alluvial,190.8,104.6,137.9,7.3,0.4,22.0,1114.3,68.0,Turmeric
Konaseema,Zaid,Coastal Sands,199.4,110.5,148.4,8.4,1.08,22.9,485.3,79.0,Banana
Eluru,Zaid,Laterite,219.8,120.3,158.4,7.6,0.7,33.0,702.5,66.2,Papaya
Anantapur,Kharif,Alluvial,80.5,50.2,62.5,6.5,0.43,29.7,829.8,87.7,Red Gram
Nandyal,Kharif,Coastal Sands,150.8,86.0,112.0,6.2,0.66,23.3,990.5,60.3,Cotton
Kakinada,Kharif,Black,118.6,68.8,90.3,8.2,0.35,31.1,355.0,78.7,Sesame
Konaseema,Kharif,Alluvial,260.0,139.1,188.3,7.6,0.72,20.6,741.1,68.9,Vegetables
Kurnool,Rabi,Coastal Sands,51.4,34.8,40.1,7.7,0.64,33.2,351.5,73.9,Pearl Millet
NTR,Kharif,Coastal Sands,260.2,139.4,188.2,6.1,1.04,20.3,509.2,52.6,Vegetables
East Godavari,Zaid,Laterite,239.0,127.8,174.6,6.3,0.85,20.7,444.3,88.5,Cashew
Bapatla,Rabi,Laterite,110.3,65.5,81.2,5.9,0.59,34.9,1118.0,77.4,Groundnut
Krishna,Rabi,Laterite,149.8,85.7,110.2,6.9,1.03,31.7,410.1,61.4,Cotton
Guntur,Kharif,Alluvial,241.0,131.4,174.6,7.5,0.53,30.4,869.5,53.9,Cashew
Sri Satya Sai,Zaid,Red,169.5,92.7,123.9,7.8,0.96,22.6,440.5,44.1,Tobacco
Parvathipuram Manyam,Rabi,Alluvial,131.8,75.0,98.0,7.3,0.78,24.8,385.5,42.4,Sunflower
Tirupati,Kharif,Laterite,189.9,106.1,137.9,5.9,0.95,24.8,582.2,50.3,Turmeric
Sri Satya Sai,Rabi,Alluvial,251.4,135.0,181.7,7.4,0.81,22.7,1187.3,60.0,Coconut
Prakasam,Zaid,Red,199.4,110.3,147.3,7.7,0.35,22.2,1172.4,61.7,Banana
Guntur,Kharif,Alluvial,79.5,49.1,64.4,6.2,0.99,20.3,469.5,76.5,Red Gram
Nandyal,Zaid,Laterite,250.4,134.4,180.5,7.5,0.95,33.8,369.8,67.8,Coconut
Tirupati,Rabi,Black,89.5,56.3,69.2,8.3,1.15,28.4,434.2,76.7,Green Gram
Guntur,Kharif,Coastal Sands,18.8,19.3,20.2,6.4,0.49,26.9,849.2,72.2,Paddy
Anakapalli,Rabi,Laterite,111.1,66.3,81.9,6.5,0.57,31.0,756.2,89.7,Groundnut
Krishna,Kharif,Red,49.7,34.8,40.4,6.9,0.38,30.9,1187.1,55.8,Pearl Millet
Bapatla,Zaid,Black,170.2,93.3,126.7,8.0,0.3,27.2,510.9,57.5,Tobacco
Kadapa,Kharif,Red,99.4,60.6,76.9,6.2,1.14,24.7,1196.1,51.3,Black Gram
Kurnool,Zaid,Red,158.6,89.7,118.8,5.8,0.85,25.3,1185.6,83.5,Sugarcane
Kadapa,Kharif,Laterite,49.2,35.4,41.0,7.9,0.64,30.8,475.3,49.4,Pearl Millet
Palnadu,Rabi,Black,200.8,110.8,147.6,5.6,0.5,33.5,908.1,48.0,Banana
Nellore,Rabi,Black,160.4,90.9,119.2,8.0,1.02,31.2,581.1,89.1,Sugarcane
Alluri Sitharama Raju,Zaid,Alluvial,120.5,70.6,89.3,5.8,0.68,31.8,246.4,79.8,Sesame
NTR,Rabi,Black,99.1,60.8,76.8,5.6,0.85,26.5,191.1,57.4,Black Gram
Kadapa,Zaid,Red,119.8,71.2,89.5,6.4,0.51,34.6,383.5,65.0,Sesame
East Godavari,Kharif,Alluvial,99.3,60.5,76.0,7.8,0.32,28.7,474.1,69.5,Black Gram
Konaseema,Kharif,Black,20.8,19.2,21.5,6.0,0.45,32.8,459.6,85.3,Paddy
Palnadu,Zaid,Black,258.9,138.8,186.6,7.7,0.85,21.6,242.8,71.9,Vegetables
Srikakulam,Zaid,Black,239.9,129.9,173.4,7.9,0.81,30.0,431.1,53.6,Cashew
Tirupati,Zaid,Alluvial,232.2,125.6,165.0,6.1,1.12,20.1,675.3,51.2,Oil Palm
Tirupati,Zaid,Alluvial,99.4,59.8,76.2,6.6,0.55,20.4,1074.7,79.1,Black Gram
Guntur,Rabi,Alluvial,160.8,89.4,116.6,7.5,0.69,32.4,974.8,41.6,Sugarcane
Srikakulam,Kharif,Coastal Sands,78.9,49.3,62.9,5.5,0.69,33.8,518.9,75.0,Red Gram
Annamayya,Rabi,Red,110.7,64.1,83.9,7.5,0.58,25.8,50.9,88.0,Groundnut
Parvathipuram Manyam,Kharif,Laterite,179.7,99.7,132.1,8.0,0.33,34.7,780.6,41.3,Chillies
East Godavari,Zaid,Laterite,190.1,104.9,138.3,6.6,0.79,33.6,457.2,65.9,Turmeric
Krishna,Rabi,Coastal Sands,209.4,114.4,153.3,8.5,0.83,22.6,595.6,76.8,Mango
Visakhapatnam,Rabi,Coastal Sands,210.4,115.5,153.0,6.0,0.64,21.7,1062.1,56.7,Mango
Visakhapatnam,Rabi,Black,259.6,138.8,187.9,8.0,1.14,29.2,678.5,68.1,Vegetables
Annamayya,Zaid,Coastal Sands,160.9,89.2,117.5,8.0,0.68,28.9,1122.9,86.1,Sugarcane
Sri Satya Sai,Zaid,Laterite,189.9,104.9,139.0,6.0,1.07,23.6,500.0,55.2,Turmeric
Palnadu,Rabi,Laterite,159.5,90.2,117.5,5.6,0.34,26.2,824.6,61.9,Sugarcane
Palnadu,Kharif,Black,89.4,55.9,67.8,7.3,0.8,22.1,493.4,55.4,Green Gram
Prakasam,Zaid,Alluvial,258.5,140.6,186.4,8.4,0.78,33.2,120.5,68.5,Vegetables
Anantapur,Kharif,Coastal Sands,61.9,40.5,48.0,7.2,1.13,23.5,1130.3,55.3,Finger Millet
Srikakulam,Kharif,Coastal Sands,219.1,120.8,160.8,6.0,1.18,20.8,389.1,81.4,Papaya
Guntur,Rabi,Black,180.5,100.6,132.9,7.1,0.31,27.8,410.5,42.7,Chillies
Vizianagaram,Zaid,Coastal Sands,179.8,100.8,132.8,5.8,1.0,27.7,193.2,73.5,Chillies
Nandyal,Zaid,Alluvial,211.7,114.7,151.8,7.8,0.71,34.7,406.4,83.2,Mango
Sri Satya Sai,Kharif,Black,90.3,53.5,68.6,7.0,0.57,30.2,170.0,70.2,Green Gram
Tirupati,Zaid,Alluvial,208.6,114.7,153.9,8.3,0.83,24.7,1181.0,43.9,Mango
West Godavari,Kharif,Black,259.9,140.5,189.8,8.1,1.07,30.8,995.6,79.8,Vegetables
Konaseema,Kharif,Coastal Sands,81.8,50.6,61.9,7.6,0.77,26.6,343.4,50.7,Red Gram
Nandyal,Zaid,Laterite,110.6,65.3,82.4,6.3,1.1,34.9,1191.6,50.3,Groundnut
West Godavari,Kharif,Coastal Sands,79.2,50.1,61.7,5.6,0.79,25.0,618.1,45.2,Red Gram
Nandyal,Zaid,Alluvial,130.7,76.4,97.0,6.8,0.68,20.2,516.0,82.7,Sunflower
Chittoor,Zaid,Alluvial,222.4,120.1,159.3,7.9,0.45,23.6,572.3,75.9,Papaya
Prakasam,Kharif,Black,48.6,34.5,42.8,6.2,0.66,27.4,935.2,55.0,Pearl Millet
Konaseema,Rabi,Red,71.7,44.6,56.1,7.5,0.34,24.1,889.9,60.7,Bengal Gram
Tirupati,Zaid,Laterite,159.1,90.2,117.9,8.4,0.8,23.6,478.2,56.8,Sugarcane
Guntur,Zaid,Laterite,129.4,75.3,96.5,6.3,0.77,24.0,763.7,69.2,Sunflower
Krishna,Rabi,Alluvial,120.7,71.2,89.6,5.7,0.53,31.8,1018.0,67.5,Sesame
Prakasam,Rabi,Coastal Sands,140.9,79.8,102.6,6.7,0.45,23.0,873.8,64.8,Castor
Konaseema,Zaid,Alluvial,131.3,75.3,97.5,7.4,1.2,24.9,499.5,81.6,Sunflower
Kadapa,Rabi,Laterite,79.5,50.6,62.0,5.6,1.1,29.6,673.5,43.7,Red Gram
Kakinada,Rabi,Alluvial,259.3,139.1,188.8,6.2,0.53,29.0,517.8,72.5,Vegetables
Parvathipuram Manyam,Rabi,Red,199.6,110.9,148.1,8.2,0.51,33.2,337.4,53.3,Banana
Kakinada,Rabi,Alluvial,89.4,55.9,70.8,5.7,1.15,29.5,561.6,64.3,Green Gram
Parvathipuram Manyam,Rabi,Red,259.5,142.0,188.0,6.9,1.01,21.0,641.9,59.7,Vegetables
Kakinada,Rabi,Red,149.2,84.0,111.9,8.0,0.69,21.5,325.8,59.4,Cotton
Bapatla,Rabi,Laterite,170.3,93.7,126.1,5.8,1.09,24.3,994.5,65.6,Tobacco
Krishna,Rabi,Alluvial,21.0,20.6,21.7,8.2,1.0,22.3,333.5,56.3,Paddy
